,alice_x,alice_y,alice_z,bob_x,bob_y,bob_z,eve_x,eve_y,eve_z,alice_start_delay,bob_resp_delay,rotating_member,wifi_ch,wifi_bw,bob_eve_rx_timeout,failed_attempts_limit,req_num_packets,alice_hostname,alice_ip,alice_filename,alice_chan_spec,bob_hostname,bob_ip,bob_filename,bob_chan_spec,eve_hostname,eve_ip,eve_filename,eve_chan_spec,num_packets,failed_attempts_total,start_time,start_collect_time,end_time,collect_duration,total_duration
0,0,0,0,0,290,180,5,0,0,0.08,0.06,bob,36,40,1,10,300,pi43NexmonCsi,192.168.1.69,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221130_T0959_alice.pcap,"chanspec: 0xd826, 36l
",pi40NexmonCsi,192.168.1.78,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221130_T0959_bob.pcap,"chanspec: 0xd826, 36l
",pi41NexmonCsi,192.168.1.96,/home/pi/CSI_Extraction/nexmoncsita/software/outputs/csi_ctrl_summary_D20221130_T0959_eve.pcap,"chanspec: 0xd826, 36l
",300,78,D20221130_T0959,D20221130_T0959,D20221130_T1001,107.2151849269867,127.42751049995422
