,alice_x,alice_y,alice_z,bob_x,bob_y,bob_z,eve_x,eve_y,eve_z,alice_start_delay,bob_resp_delay,rotating_member,wifi_ch,wifi_bw,bob_eve_rx_timeout,failed_attempts_limit,req_num_packets,alice_hostname,alice_ip,alice_filename,alice_chan_spec,bob_hostname,bob_ip,bob_filename,bob_chan_spec,num_packets,failed_attempts_total,start_time,start_collect_time,end_time,collect_duration,total_duration
0,0,0,0,0,380,150,5,0,0,0.08,0.05,bob,6,20,0.4,10,10,wlt-lap-137,127.0.0.1,C:\Master_projects\CSI_Extraction\nexmoncsita\software\outputs\csi_ctrl_summary_D20221018_T0016_alice.pcap,"get config
",wlt-lap-137,127.0.0.1,C:\Master_projects\CSI_Extraction\nexmoncsita\software\outputs\csi_ctrl_summary_D20221018_T0016_bob.pcap,"get config
",3,15,D20221018_T0016,D20221018_T0016,D20221018_T0016,5.34512186050415,14.549840927124023
